"SKU","DESCRIPTION","YEAR","CAPACITY","URL","PRICE","SELLER_INFORMATION","OFFER_DESCRIPTION","COUNTRY"
11545,"Ch Pape Clement,Rouge",1990,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/1990/-/-/u","$188.95","Elevation Wine Fund","1990Pape Clement,France,Bordeaux,Graves,Pessac Leognan,Red","USA (CA)"
11545,"Ch Pape Clement,Rouge",1990,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/1990/-/-/u","$195.00","Belmont Wine Exchange LLC","1990Pape Clement","USA (CA)"
11545,"Ch Pape Clement,Rouge",1990,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/1990/-/-/u","$199.00","Benchmark Wine Group","Pape Clement1990","USA (CA)"
11545,"Ch Pape Clement,Rouge",1990,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/1990/-/-/u","$228.00","The Redd Collection","1990Ch Pape Clement,Rouge","USA (CA)"
11545,"Ch Pape Clement,Rouge",1990,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/1990/-/-/u","$250.55","Aabalat Fine & Rare Wines","1990Pape Clement Pessac Leognan,Red Blend","USA (CA)"
11546,"Ch Pape Clement,Rouge",1999,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/1999/-/-/u","$127.00","The Redd Collection","1999Ch Pape Clement,Rouge","USA (CA)"
11546,"Ch Pape Clement,Rouge",1999,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/1999/-/-/u","$179.99","Hi-Time Wine Cellars","1999PAPECLEMENT99PESSAC","USA (CA)"
11547,"Ch Pape Clement,Rouge",2005,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2005/-/-/u","$209.00","The Redd Collection","2005Ch Pape Clement,Rouge","USA (CA)"
11547,"Ch Pape Clement,Rouge",2005,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2005/-/-/u","$213.00","Westgarth Wines","2005Pape Clement","USA (CA)"
11547,"Ch Pape Clement,Rouge",2005,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2005/-/-/u","$218.00","Vinfolio","2005Pape Clement750ML","USA (CA)"
11547,"Ch Pape Clement,Rouge",2005,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2005/-/-/u","$220.00","European Wine Resource","2005Pape Clement","USA (CA)"
11547,"Ch Pape Clement,Rouge",2005,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2005/-/-/u","$280.50","Aabalat Fine & Rare Wines","2005Pape Clement Pessac Leognan,Red Blend","USA (CA)"
11547,"Ch Pape Clement,Rouge",2005,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2005/-/-/u","$415.00","European Wine Resource","2005Pape Clement(1.5Liter)","USA (CA)"
11547,"Ch Pape Clement,Rouge",2005,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2005/-/-/u","$525.50","Aabalat Fine & Rare Wines","2005Pape Clement Pessac Leognan,Red Blend","USA (CA)"
11548,"Ch Pape Clement,Rouge",2009,"1.5L","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2009/-/-/u","$170.00","Benchmark Wine Group","Pape Clement2009","USA (CA)"
11548,"Ch Pape Clement,Rouge",2009,"1.5L","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2009/-/-/u","$177.98","Wine Exchange","Pape Clement Pessac Leognan2009Pre-Arrival","USA (CA)"
11548,"Ch Pape Clement,Rouge",2009,"1.5L","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2009/-/-/u","$189.97","Wine.com","2009Chateau Pape Clement","USA (CA)"
11548,"Ch Pape Clement,Rouge",2009,"1.5L","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2009/-/-/u","$190.00","The Redd Collection","2009Ch Pape Clement,Rouge","USA (CA)"
11548,"Ch Pape Clement,Rouge",2009,"1.5L","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2009/-/-/u","$190.00","Westgarth Wines","2009Pape Clement","USA (CA)"
11548,"Ch Pape Clement,Rouge",2009,"1.5L","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2009/-/-/u","$199.00","Vinfolio","2009Pape Clement750ML","USA (CA)"
11548,"Ch Pape Clement,Rouge",2009,"1.5L","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2009/-/-/u","$199.98","Wine Exchange","Pape Clement Pessac Leognan Rouge2009","USA (CA)"
11548,"Ch Pape Clement,Rouge",2009,"1.5L","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2009/-/-/u","$225.00","Bird Rock Fine Wine","Chateau Pape Clement Pessac Leognan2009","USA (CA)"
11548,"Ch Pape Clement,Rouge",2009,"1.5L","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2009/-/-/u","$239.99","K&L Wine Merchants","2009Pape Clement Pessac-Leognan","USA (CA)"
11549,"Ch Pape Clement,Rouge",2009,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2009/-/-/u","$170.00","Benchmark Wine Group","Pape Clement2009","USA (CA)"
11549,"Ch Pape Clement,Rouge",2009,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2009/-/-/u","$177.98","Wine Exchange","Pape Clement Pessac Leognan2009Pre-Arrival","USA (CA)"
11549,"Ch Pape Clement,Rouge",2009,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2009/-/-/u","$189.97","Wine.com","2009Chateau Pape Clement","USA (CA)"
11549,"Ch Pape Clement,Rouge",2009,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2009/-/-/u","$190.00","The Redd Collection","2009Ch Pape Clement,Rouge","USA (CA)"
11549,"Ch Pape Clement,Rouge",2009,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2009/-/-/u","$190.00","Westgarth Wines","2009Pape Clement","USA (CA)"
11549,"Ch Pape Clement,Rouge",2009,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2009/-/-/u","$199.00","Vinfolio","2009Pape Clement750ML","USA (CA)"
11549,"Ch Pape Clement,Rouge",2009,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2009/-/-/u","$199.98","Wine Exchange","Pape Clement Pessac Leognan Rouge2009","USA (CA)"
11549,"Ch Pape Clement,Rouge",2009,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2009/-/-/u","$225.00","Bird Rock Fine Wine","Chateau Pape Clement Pessac Leognan2009","USA (CA)"
11549,"Ch Pape Clement,Rouge",2009,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2009/-/-/u","$239.99","K&L Wine Merchants","2009Pape Clement Pessac-Leognan","USA (CA)"
11550,"Ch Pape Clement,Rouge",2010,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2010/-/-/u","$218.00","Westgarth Wines","2010Pape Clement","USA (CA)"
11550,"Ch Pape Clement,Rouge",2010,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2010/-/-/u","$225.00","European Wine Resource","2010Pape Clement","USA (CA)"
11550,"Ch Pape Clement,Rouge",2010,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2010/-/-/u","$225.00","Benchmark Wine Group","Pape Clement2010","USA (CA)"
11550,"Ch Pape Clement,Rouge",2010,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2010/-/-/u","$225.00","Vinfolio","2010Pape Clement750ML","USA (CA)"
11550,"Ch Pape Clement,Rouge",2010,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2010/-/-/u","$228.00","The Redd Collection","2010Ch Pape Clement,Rouge","USA (CA)"
11550,"Ch Pape Clement,Rouge",2010,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2010/-/-/u","$273.65","Aabalat Fine & Rare Wines","2010Pape Clement Pessac Leognan,Red Blend","USA (CA)"
11550,"Ch Pape Clement,Rouge",2010,"750ml","https://www.wine-searcher.com/find/ch+pape+clement+rouge/2010/-/-/u","$435.00","Vinfolio","2010Pape Clement","USA (CA)"
11551,"Ch Pavie",1998,"750ml","https://www.wine-searcher.com/find/ch+pavie/1998/-/-/u","$250.00","WineBank","1998Pavie[RP97],Bordeaux Red","USA (CA)"
11551,"Ch Pavie",1998,"750ml","https://www.wine-searcher.com/find/ch+pavie/1998/-/-/u","$275.00","Courtier","Pavie1998","USA (CA)"
11551,"Ch Pavie",1998,"750ml","https://www.wine-searcher.com/find/ch+pavie/1998/-/-/u","$300.00","Vinfolio","1998Pavie750ML","USA (CA)"
11551,"Ch Pavie",1998,"750ml","https://www.wine-searcher.com/find/ch+pavie/1998/-/-/u","$324.98","Wine Exchange","Pavie Saint Emilion1998","USA (CA)"
11551,"Ch Pavie",1998,"750ml","https://www.wine-searcher.com/find/ch+pavie/1998/-/-/u","$361.00","The Redd Collection","1998Ch Pavie","USA (CA)"
11552,"Ch Pavie",2000,"750ml","https://www.wine-searcher.com/find/ch+pavie/2000/-/-/u","$475.00","Benchmark Wine Group","Pavie2000","USA (CA)"
11552,"Ch Pavie",2000,"750ml","https://www.wine-searcher.com/find/ch+pavie/2000/-/-/u","$495.00","Guido's Wine","Pavie2000,750ml","USA (CA)"
11552,"Ch Pavie",2000,"750ml","https://www.wine-searcher.com/find/ch+pavie/2000/-/-/u","$495.00","RL Liquid Assets","Pavie2000750mL","USA (CA)"
11552,"Ch Pavie",2000,"750ml","https://www.wine-searcher.com/find/ch+pavie/2000/-/-/u","$545.00","Vinfolio","2000Pavie750ML","USA (CA)"
11552,"Ch Pavie",2000,"750ml","https://www.wine-searcher.com/find/ch+pavie/2000/-/-/u","$550.00","Wally's Wine & Spirits","2000Chateau Pavie750mL,2000","USA (CA)"
11552,"Ch Pavie",2000,"750ml","https://www.wine-searcher.com/find/ch+pavie/2000/-/-/u","$599.97","Wine.com","2000Chateau Pavie","USA (CA)"
11552,"Ch Pavie",2000,"750ml","https://www.wine-searcher.com/find/ch+pavie/2000/-/-/u","$700.00","Westgarth Wines","2000Pavie","USA (CA)"
11552,"Ch Pavie",2000,"750ml","https://www.wine-searcher.com/find/ch+pavie/2000/-/-/u","$702.00","The Redd Collection","2000Ch Pavie","USA (CA)"
11552,"Ch Pavie",2000,"750ml","https://www.wine-searcher.com/find/ch+pavie/2000/-/-/u","$946.89","Aabalat Fine & Rare Wines","2000Pavie StEmilion,Red Blend","USA (CA)"
11552,"Ch Pavie",2000,"750ml","https://www.wine-searcher.com/find/ch+pavie/2000/-/-/u","$1887.75","Aabalat Fine & Rare Wines","2000Pavie StEmilion,Red Blend","USA (CA)"
11553,"Ch Pavie",2003,"750ml","https://www.wine-searcher.com/find/ch+pavie/2003/-/-/u","$285.00","RL Liquid Assets","Pavie2003750mL","USA (CA)"
11553,"Ch Pavie",2003,"750ml","https://www.wine-searcher.com/find/ch+pavie/2003/-/-/u","$315.00","Vinfolio","2003Pavie750ML","USA (CA)"
11553,"Ch Pavie",2003,"750ml","https://www.wine-searcher.com/find/ch+pavie/2003/-/-/u","$319.99","K&L Wine Merchants","2003Pavie St-Emilion","USA (CA)"
11553,"Ch Pavie",2003,"750ml","https://www.wine-searcher.com/find/ch+pavie/2003/-/-/u","$352.00","Westgarth Wines","2003Pavie","USA (CA)"
11553,"Ch Pavie",2003,"750ml","https://www.wine-searcher.com/find/ch+pavie/2003/-/-/u","$352.00","The Redd Collection","2003Ch Pavie","USA (CA)"
11553,"Ch Pavie",2003,"750ml","https://www.wine-searcher.com/find/ch+pavie/2003/-/-/u","$882.75","Aabalat Fine & Rare Wines","2003Pavie StEmilion,Red Blend","USA (CA)"
11554,"Ch Pavie",2004,"750ml","https://www.wine-searcher.com/find/ch+pavie/2004/-/-/u","$180.00","Wally's Wine & Spirits","2004Chateau Pavie750mL,2004","USA (CA)"
11554,"Ch Pavie",2004,"750ml","https://www.wine-searcher.com/find/ch+pavie/2004/-/-/u","$215.00","RL Liquid Assets","Pavie2004750mL","USA (CA)"
11554,"Ch Pavie",2004,"750ml","https://www.wine-searcher.com/find/ch+pavie/2004/-/-/u","$225.00","Benchmark Wine Group","Pavie2004","USA (CA)"
11554,"Ch Pavie",2004,"750ml","https://www.wine-searcher.com/find/ch+pavie/2004/-/-/u","$249.99","K&L Wine Merchants","2004Pavie St-Emilion","USA (CA)"
11554,"Ch Pavie",2004,"750ml","https://www.wine-searcher.com/find/ch+pavie/2004/-/-/u","$249.99","K&L Wine Merchants","2004Pavie St-Emilion(soiledlabel)","USA (CA)"
11554,"Ch Pavie",2004,"750ml","https://www.wine-searcher.com/find/ch+pavie/2004/-/-/u","$250.00","Vinfolio","2004Pavie750ML","USA (CA)"
11554,"Ch Pavie",2004,"750ml","https://www.wine-searcher.com/find/ch+pavie/2004/-/-/u","$275.65","Aabalat Fine & Rare Wines","2004Pavie StEmilion,Red Blend","USA (CA)"
11554,"Ch Pavie",2004,"750ml","https://www.wine-searcher.com/find/ch+pavie/2004/-/-/u","$325.00","Westgarth Wines","2004Pavie","USA (CA)"
11554,"Ch Pavie",2004,"750ml","https://www.wine-searcher.com/find/ch+pavie/2004/-/-/u","$329.00","The Redd Collection","2004Ch Pavie","USA (CA)"
11555,"Ch Pavie",2005,"750ml","https://www.wine-searcher.com/find/ch+pavie/2005/-/-/u","$324.00","Wally's Wine & Spirits","2005Chateau Pavie375mL,2005","USA (CA)"
11555,"Ch Pavie",2005,"750ml","https://www.wine-searcher.com/find/ch+pavie/2005/-/-/u","$389.00","Benchmark Wine Group","Pavie2005","USA (CA)"
11555,"Ch Pavie",2005,"750ml","https://www.wine-searcher.com/find/ch+pavie/2005/-/-/u","$399.00","Golden West International","Chateau Pavie2005","USA (CA)"
11555,"Ch Pavie",2005,"750ml","https://www.wine-searcher.com/find/ch+pavie/2005/-/-/u","$425.00","European Wine Resource","2005Pavie","USA (CA)"
11555,"Ch Pavie",2005,"750ml","https://www.wine-searcher.com/find/ch+pavie/2005/-/-/u","$487.00","The Redd Collection","2005Ch Pavie","USA (CA)"
11555,"Ch Pavie",2005,"750ml","https://www.wine-searcher.com/find/ch+pavie/2005/-/-/u","$537.50","Aabalat Fine & Rare Wines","2005Pavie StEmilion,Red Blend","USA (CA)"
11555,"Ch Pavie",2005,"750ml","https://www.wine-searcher.com/find/ch+pavie/2005/-/-/u","$1500.00","Belmont Wine Exchange LLC","2005Pavie[]","USA (CA)"
11555,"Ch Pavie",2005,"750ml","https://www.wine-searcher.com/find/ch+pavie/2005/-/-/u","$1887.55","Aabalat Fine & Rare Wines","2005Pavie StEmilion,Red Blend","USA (CA)"
11556,"Ch Pavie",2009,"750ml","https://www.wine-searcher.com/find/ch+pavie/2009/-/-/u","$390.00","Westgarth Wines","2009Pavie","USA (CA)"
11556,"Ch Pavie",2009,"750ml","https://www.wine-searcher.com/find/ch+pavie/2009/-/-/u","$405.00","The Redd Collection","2009Ch Pavie","USA (CA)"
11556,"Ch Pavie",2009,"750ml","https://www.wine-searcher.com/find/ch+pavie/2009/-/-/u","$626.89","Aabalat Fine & Rare Wines","2009Pavie StEmilion,Red Blend","USA (CA)"
11557,"Ch Pavie",2010,"750ml","https://www.wine-searcher.com/find/ch+pavie/2010/-/-/u","$385.00","European Wine Resource","2010Pavie(ex-Chateau)","USA (CA)"
11557,"Ch Pavie",2010,"750ml","https://www.wine-searcher.com/find/ch+pavie/2010/-/-/u","$385.00","Vinfolio","2010Pavie750ML","USA (CA)"
11557,"Ch Pavie",2010,"750ml","https://www.wine-searcher.com/find/ch+pavie/2010/-/-/u","$417.00","The Redd Collection","2010Ch Pavie","USA (CA)"
11557,"Ch Pavie",2010,"750ml","https://www.wine-searcher.com/find/ch+pavie/2010/-/-/u","$428.00","Westgarth Wines","2010Pavie","USA (CA)"
11557,"Ch Pavie",2010,"750ml","https://www.wine-searcher.com/find/ch+pavie/2010/-/-/u","$449.99","Total Wine & More, Sacramento Arden","2010Chateau Pavie St.Emilion,Bordeaux Blend,Saint-Emilion,Bordeaux,France","USA (CA)"
11557,"Ch Pavie",2010,"750ml","https://www.wine-searcher.com/find/ch+pavie/2010/-/-/u","$459.99","Wine.com","2010Chateau Pavie","USA (CA)"
11557,"Ch Pavie",2010,"750ml","https://www.wine-searcher.com/find/ch+pavie/2010/-/-/u","$466.95","Aabalat Fine & Rare Wines","2010Pavie StEmilion,Red Blend","USA (CA)"
11557,"Ch Pavie",2010,"750ml","https://www.wine-searcher.com/find/ch+pavie/2010/-/-/u","$489.98","Wine Exchange","Pavie Saint Emilion2010","USA (CA)"
11557,"Ch Pavie",2010,"750ml","https://www.wine-searcher.com/find/ch+pavie/2010/-/-/u","$499.00","Vinfolio","2010Pavie-Saint-Emilion1er Cru750ML","USA (CA)"
11557,"Ch Pavie",2010,"750ml","https://www.wine-searcher.com/find/ch+pavie/2010/-/-/u","$939.95","Aabalat Fine & Rare Wines","2010Pavie StEmilion,Red Blend","USA (CA)"
11559,"Ch Pavie-Decesse",2000,"750ml","https://www.wine-searcher.com/find/ch+pavie-decesse/2000/-/-/u","$139.00","FineWineCollector.com","2000Ch.Pavie Decesse,Bordeaux St.Emilion","USA (CA)"
11559,"Ch Pavie-Decesse",2000,"750ml","https://www.wine-searcher.com/find/ch+pavie-decesse/2000/-/-/u","$152.00","The Redd Collection","2000Ch Pavie-Decesse","USA (CA)"
11559,"Ch Pavie-Decesse",2000,"750ml","https://www.wine-searcher.com/find/ch+pavie-decesse/2000/-/-/u","$160.00","Vinfolio","2000Pavie-Decesse750ML","USA (CA)"
11560,"Ch Petrus",1980,"750ml","https://www.wine-searcher.com/find/ch+petrus/1980/-/-/u","$2176.00","The Redd Collection","1980Ch Petrus","USA (CA)"
11561,"Ch Petrus",1982,"750ml","https://www.wine-searcher.com/find/ch+petrus/1982/-/-/u","$6319.00","The Redd Collection","1982Ch Petrus","USA (CA)"
11561,"Ch Petrus",1982,"750ml","https://www.wine-searcher.com/find/ch+petrus/1982/-/-/u","$7528.89","Aabalat Fine & Rare Wines","1982Petrus Pomerol,Red Blend","USA (CA)"
11562,"Ch Petrus",2013,"750ml","https://www.wine-searcher.com/find/ch+petrus/2013/-/-/u","$2525.00","EC Cellars LLC","2013Petrus,Pomerol,France,OWC,3PK","USA (CA)"
11562,"Ch Petrus",2013,"750ml","https://www.wine-searcher.com/find/ch+petrus/2013/-/-/u","$2530.00","The Redd Collection","2013Ch Petrus","USA (CA)"
11562,"Ch Petrus",2013,"750ml","https://www.wine-searcher.com/find/ch+petrus/2013/-/-/u","$2676.00","EC Cellars LLC","2013Petrus,Pomerol,France,OWC,6PK","USA (CA)"
11563,"Ch Petrus",2014,"750ml","https://www.wine-searcher.com/find/ch+petrus/2014/-/-/u","$2300.00","Fine Wines International","2014Petrus,Pomerol,France750ml","USA (CA)"
11563,"Ch Petrus",2014,"750ml","https://www.wine-searcher.com/find/ch+petrus/2014/-/-/u","$2395.00","EC Cellars LLC","2014Petrus,Pomerol,France,OWC","USA (CA)"
11563,"Ch Petrus",2014,"750ml","https://www.wine-searcher.com/find/ch+petrus/2014/-/-/u","$2399.00","Big Hammer Wines","2014Chateau Petrus Pomerol","USA (CA)"
11563,"Ch Petrus",2014,"750ml","https://www.wine-searcher.com/find/ch+petrus/2014/-/-/u","$2475.00","Wally's Wine & Spirits","2014Chateau Petrus750mL,2014","USA (CA)"
11563,"Ch Petrus",2014,"750ml","https://www.wine-searcher.com/find/ch+petrus/2014/-/-/u","$2795.00","European Wine Resource","2014Petrus","USA (CA)"
11563,"Ch Petrus",2014,"750ml","https://www.wine-searcher.com/find/ch+petrus/2014/-/-/u","$2834.00","The Redd Collection","2014Ch Petrus","USA (CA)"
11563,"Ch Petrus",2014,"750ml","https://www.wine-searcher.com/find/ch+petrus/2014/-/-/u","$3512.50","Aabalat Fine & Rare Wines","2014Petrus Pomerol,Red Blend","USA (CA)"
11564,"Ch Petrus",2015,"750ml","https://www.wine-searcher.com/find/ch+petrus/2015","$3500.00","Guido's Wine","Petrus2015,750ml","USA (CA)"
11564,"Ch Petrus",2015,"750ml","https://www.wine-searcher.com/find/ch+petrus/2015","$3595.00","Gil Turner's Fine Wines and Spirits","2015Chateau Petrus Pomerol(750ML)","USA (CA)"
11564,"Ch Petrus",2015,"750ml","https://www.wine-searcher.com/find/ch+petrus/2015","$3694.99","Artisan Wine Depot","Chateau Petrus Pomerol2015(Bordeaux,France)-[RP100][WE100][DC100][JS100][JD99][VM98][WS95]","USA (CA)"
11564,"Ch Petrus",2015,"750ml","https://www.wine-searcher.com/find/ch+petrus/2015","$3899.99","K&L Wine Merchants","2015Petrus Pomerol","USA (CA)"
11564,"Ch Petrus",2015,"750ml","https://www.wine-searcher.com/find/ch+petrus/2015","$3950.00","Wally's Wine & Spirits","2015Chateau Petrus750mL,2015","USA (CA)"
11564,"Ch Petrus",2015,"750ml","https://www.wine-searcher.com/find/ch+petrus/2015","$4744.00","The Redd Collection","2015Ch Petrus","USA (CA)"
11564,"Ch Petrus",2015,"750ml","https://www.wine-searcher.com/find/ch+petrus/2015","$5017.00","Westgarth Wines","2015Petrus","USA (CA)"
11564,"Ch Petrus",2015,"750ml","https://www.wine-searcher.com/find/ch+petrus/2015","$8333.33","Spectrum Wine Auctions","[lot78213]Petrus2015","USA (CA)"
11564,"Ch Petrus",2015,"750ml","https://www.wine-searcher.com/find/ch+petrus/2015","$8333.33","Spectrum Wine Auctions","[lot79061]Petrus2015","USA (CA)"
11565,"Ch Pichon Baron",2003,"750ml","https://www.wine-searcher.com/find/ch+pichon+baron/2003/-/-/u","$135.00","Courtier","Pichon Baron2003","USA (CA)"
11565,"Ch Pichon Baron",2003,"750ml","https://www.wine-searcher.com/find/ch+pichon+baron/2003/-/-/u","$135.00","Clarets","2003Pichon Baron","USA (CA)"
11565,"Ch Pichon Baron",2003,"750ml","https://www.wine-searcher.com/find/ch+pichon+baron/2003/-/-/u","$149.00","WineBank","2003Pichon Baron[WS95],Bordeaux Red","USA (CA)"
11565,"Ch Pichon Baron",2003,"750ml","https://www.wine-searcher.com/find/ch+pichon+baron/2003/-/-/u","$155.00","Vinfolio","2003Pichon Baron750ML","USA (CA)"
11565,"Ch Pichon Baron",2003,"750ml","https://www.wine-searcher.com/find/ch+pichon+baron/2003/-/-/u","$162.00","The Redd Collection","2003Ch Pichon Baron","USA (CA)"
11565,"Ch Pichon Baron",2003,"750ml","https://www.wine-searcher.com/find/ch+pichon+baron/2003/-/-/u","$179.98","Wine Exchange","Pichon Baron Pauillac2003","USA (CA)"
11566,"Ch Pichon Baron",2004,"750ml","https://www.wine-searcher.com/find/ch+pichon+baron/2004/-/-/u","$139.00","The Redd Collection","2004Ch Pichon Baron","USA (CA)"
11567,"Ch Pichon Baron",2006,"750ml","https://www.wine-searcher.com/find/ch+pichon+baron/2006/-/-/u","$132.00","The Redd Collection","2006Ch Pichon Baron","USA (CA)"
11567,"Ch Pichon Baron",2006,"750ml","https://www.wine-searcher.com/find/ch+pichon+baron/2006/-/-/u","$135.94","Gil Turner's Fine Wines and Spirits","2006Chateau Pichon Baron Pauillac(750ML)","USA (CA)"
11567,"Ch Pichon Baron",2006,"750ml","https://www.wine-searcher.com/find/ch+pichon+baron/2006/-/-/u","$135.95","Laguna Cellar","Chateau Pichon Longueville Baron2006,Pauillac","USA (CA)"
11567,"Ch Pichon Baron",2006,"750ml","https://www.wine-searcher.com/find/ch+pichon+baron/2006/-/-/u","$135.98","The Wine House, San Francisco","2006Chateau Pichon-Longueville Baron Pauillac","USA (CA)"
11567,"Ch Pichon Baron",2006,"750ml","https://www.wine-searcher.com/find/ch+pichon+baron/2006/-/-/u","$631.75","Aabalat Fine & Rare Wines","2006Pichon Baron Pauillac,Red Blend","USA (CA)"
11568,"Ch Pichon Baron",2009,"750ml","https://www.wine-searcher.com/find/ch+pichon+baron/2009/-/-/u","$177.00","The Redd Collection","2009Ch Pichon Baron","USA (CA)"
11568,"Ch Pichon Baron",2009,"750ml","https://www.wine-searcher.com/find/ch+pichon+baron/2009/-/-/u","$188.00","Vinfolio","2009Pichon Baron750ML","USA (CA)"
11568,"Ch Pichon Baron",2009,"750ml","https://www.wine-searcher.com/find/ch+pichon+baron/2009/-/-/u","$189.00","Benchmark Wine Group","Pichon Baron2009","USA (CA)"
11568,"Ch Pichon Baron",2009,"750ml","https://www.wine-searcher.com/find/ch+pichon+baron/2009/-/-/u","$194.00","Westgarth Wines","2009Pichon Baron","USA (CA)"
11568,"Ch Pichon Baron",2009,"750ml","https://www.wine-searcher.com/find/ch+pichon+baron/2009/-/-/u","$195.00","European Wine Resource","2009Pichon Longueville Baron","USA (CA)"
11568,"Ch Pichon Baron",2009,"750ml","https://www.wine-searcher.com/find/ch+pichon+baron/2009/-/-/u","$224.95","Bounty Hunter Rare Wine & Spirits","2009Chateau Pichon-Longueville Baron Pauillac","USA (CA)"
11568,"Ch Pichon Baron",2009,"750ml","https://www.wine-searcher.com/find/ch+pichon+baron/2009/-/-/u","$224.98","Wine Exchange","Pichon Baron Pauillac2009","USA (CA)"
11568,"Ch Pichon Baron",2009,"750ml","https://www.wine-searcher.com/find/ch+pichon+baron/2009/-/-/u","$245.89","Aabalat Fine & Rare Wines","2009Pichon Baron Pauillac,Red Blend","USA (CA)"
11568,"Ch Pichon Baron",2009,"750ml","https://www.wine-searcher.com/find/ch+pichon+baron/2009/-/-/u","$467.99","Wally's Wine & Spirits","2009Chateau Pichon Baron1.5L,2009","USA (CA)"
11568,"Ch Pichon Baron",2009,"750ml","https://www.wine-searcher.com/find/ch+pichon+baron/2009/-/-/u","$575.00","Hi-Time Wine Cellars","PICHONBARON2009PAUILLAC1.5","USA (CA)"
11570,"Ch Pichon Lalande",1986,"750ml","https://www.wine-searcher.com/find/ch+pichon+lalande/1986/-/-/u","$245.00","Vinfolio","1986Pichon Lalande750ML","USA (CA)"
11570,"Ch Pichon Lalande",1986,"750ml","https://www.wine-searcher.com/find/ch+pichon+lalande/1986/-/-/u","$245.00","Guido's Wine","Pichon Lalande1986,750ml","USA (CA)"
11570,"Ch Pichon Lalande",1986,"750ml","https://www.wine-searcher.com/find/ch+pichon+lalande/1986/-/-/u","$250.00","Fine Wines International","1986Chateau Pichon Longueville Comtessede Lalande,Pauillac,France750ml","USA (CA)"
11570,"Ch Pichon Lalande",1986,"750ml","https://www.wine-searcher.com/find/ch+pichon+lalande/1986/-/-/u","$266.00","The Redd Collection","1986Ch Pichon Lalande","USA (CA)"
11570,"Ch Pichon Lalande",1986,"750ml","https://www.wine-searcher.com/find/ch+pichon+lalande/1986/-/-/u","$350.89","Aabalat Fine & Rare Wines","1986Pichon Lalande Pauillac,Red Blend","USA (CA)"
11571,"Ch Pichon Lalande",1990,"750ml","https://www.wine-searcher.com/find/ch+pichon+lalande/1990/-/-/u","$190.00","Belmont Wine Exchange LLC","1990Pichon Lalande","USA (CA)"
11571,"Ch Pichon Lalande",1990,"750ml","https://www.wine-searcher.com/find/ch+pichon+lalande/1990/-/-/u","$190.00","The Redd Collection","1990Ch Pichon Lalande","USA (CA)"
11571,"Ch Pichon Lalande",1990,"750ml","https://www.wine-searcher.com/find/ch+pichon+lalande/1990/-/-/u","$195.00","Guido's Wine","Pichon Lalande1990,750ml","USA (CA)"
11571,"Ch Pichon Lalande",1990,"750ml","https://www.wine-searcher.com/find/ch+pichon+lalande/1990/-/-/u","$243.55","Aabalat Fine & Rare Wines","1990Pichon Lalande Pauillac,Red Blend","USA (CA)"
11572,"Ch Pichon Lalande",1994,"750ml","https://www.wine-searcher.com/find/ch+pichon+lalande/1994/-/-/u","$73.00","The Redd Collection","1994Ch Pichon Lalande","USA (CA)"
